from_id,to_id,y_0,y_1,x_0,x_1,z_0,z_1
539,540,4869332.757164345,4869334.201029127,557803.4095811169,557802.8423063838,375.6862621224359,375.66898606475127
540,541,4869334.201029127,4869338.535842585,557802.8423063838,557801.2354934728,375.66898606475127,375.6072490141153
541,542,4869338.535842585,4869344.70701947,557801.2354934728,557798.9902861776,375.6072490141153,375.5359316703289
542,543,4869344.70701947,4869347.437251665,557798.9902861776,557797.998135096,375.5359316703289,375.50649928155076
543,544,4869347.437251665,4869349.044774217,557797.998135096,557797.4093630081,375.50649928155076,375.4888710544975
544,545,4869349.044774217,4869355.036496055,557797.4093630081,557795.220556989,375.4888710544975,375.42342093331104
545,546,4869355.036496055,4869359.494082443,557795.220556989,557793.5871398512,375.42342093331104,375.37890644971986
546,547,4869359.494082443,4869360.892757928,557793.5871398512,557793.0403596672,375.37890644971986,375.3656616193474
547,548,4869360.892757928,4869363.901626718,557793.0403596672,557791.942764373,375.3656616193474,375.3379690308997
548,549,4869363.901626718,4869369.841311343,557791.942764373,557789.6845148815,375.3379690308997,375.28558853705044
549,550,4869369.841311343,4869374.314679887,557789.6845148815,557788.0609926936,375.28558853705044,375.2516051842018
550,551,4869374.314679887,4869378.791984291,557788.0609926936,557786.3989746564,375.2516051842018,375.2163313012399
551,552,4869378.791984291,4869384.63247095,557786.3989746564,557784.1935290874,375.2163313012399,375.1739347270698
552,553,4869384.63247095,4869387.650108907,557784.1935290874,557783.0996400841,375.1739347270698,375.14993489856073
553,554,4869387.650108907,4869389.068703329,557783.0996400841,557782.5708413662,375.14993489856073,375.14413392567815
554,555,4869389.068703329,4869393.509161804,557782.5708413662,557781.0154006486,375.14413392567815,375.11725862733323
555,556,4869393.509161804,4869399.56607545,557781.0154006486,557778.6704017719,375.11725862733323,375.0830837164266
556,557,4869399.56607545,4869400.943701268,557778.6704017719,557778.11533257,375.0830837164266,375.0753228291284
557,558,4869400.943701268,4869403.8540652525,557778.11533257,557777.0965351332,375.0753228291284,375.0565328715234
558,559,4869403.8540652525,4869410.182536018,557777.0965351332,557774.7637230322,375.0565328715234,375.0293966005419
559,560,4869410.182536018,4869414.153776835,557774.7637230322,557773.2022416805,375.0293966005419,375.01531041690737
560,561,4869414.153776835,4869419.580486567,557773.2022416805,557771.214118061,375.01531041690737,375.005256587727
561,562,4869419.580486567,4869424.896885164,557771.214118061,557769.2435358856,375.005256587727,374.9999999999971
562,563,4869424.896885164,4869428.129181161,557769.2435358856,557768.0494901356,374.9999999999971,374.9999999999971
563,564,4869428.129181161,4869431.5052207215,557768.0494901356,557767.6239604389,374.9999999999971,374.9999999999971
564,565,4869431.5052207215,4869436.0,557767.6239604389,557766.245118,374.9999999999971,375.464
